gene_name	number_of_transposon_per_gene	number_of_read_pergene
APC11 	114 	3998 	
YDL007C-A 	12 	558 	
RPT2 	115 	5586 	
PTC1 	62 	1079 	
MED2 	72 	1621 	
ATP16 	25 	559 	
MCD1 	49 	1015 	
NHP10 	114 	3668 	
RMD1 	86 	1903 	
NTH1 	398 	10147 	
YRB1 	122 	549 	
RCR2 	129 	1399 	
YDR003W-A 	13 	75 	
RAD57 	129 	601 	
MAF1 	215 	9033 	
SOK1 	11 	68 	
TRP1 	5 	23 	
YDR008C 	5 	23 	
GAL3 	9 	119 	
YDR010C 	15 	77 	
SNQ2 	1307 	78248 	
RPL4B 	108 	5519 	
PSF1 	65 	2872 	
RAD61 	117 	3755 	
HED1 	43 	1848 	
YDR015C 	20 	1063 	
DAD1 	32 	582 	
KCS1 	534 	25910 	
YDR018C 	130 	3908 	
GCV1 	581 	111171 	
DAS2 	119 	2285 	
FAL1 	110 	2924 	
ATG31 	96 	3367 	
SES1 	478 	4200 	
FYV1 	106 	555 	
RPS11A 	159 	609 	
NSI1 	238 	2289 	
VPS54 	279 	5217 	
REG1 	264 	7774 	
YDR029W 	32 	799 	
RAD28 	10 	70 	
MIX14 	7 	37 	
PST2 	70 	1686 	
MRH1 	367 	135824 	
LYS14 	138 	2762 	
YDR034C-A 	18 	352 	
YDR034W-B 	9 	97 	
ARO3 	101 	1931 	
EHD3 	64 	1035 	
KRS1 	63 	785 	
ENA5 	132 	4056 	
ENA2 	186 	4455 	
ENA1 	257 	6084 	
RSM10 	31 	821 	
YDR042C 	54 	1418 	
NRG1 	10 	236 	
HEM13 	33 	647 	
RPC11 	8 	23 	
BAP3 	53 	532 	
HEM12 	47 	574 	
YDR048C 	13 	112 	
VMS1 	86 	1371 	
TPI1 	41 	1174 	
DET1 	20 	439 	
DBF4 	71 	892 	
YDR053W 	15 	96 	
CDC34 	71 	2133 	
PST1 	40 	235 	
YDR056C 	4 	28 	
YOS9 	81 	3792 	
TGL2 	42 	553 	
UBC5 	46 	432 	
MAK21 	268 	8079 	
YDR061W 	69 	1123 	
LCB2 	57 	1177 	
AIM7 	17 	186 	
RPS13 	44 	816 	
RRG1 	88 	3553 	
RTR2 	20 	276 	
OCA6 	18 	399 	
DOS2 	29 	591 	
DOA4 	99 	2007 	
FMP16 	2 	6 	
PAA1 	13 	218 	
IPT1 	48 	933 	
SNF11 	33 	800 	
TPS2 	99 	2236 	
PPH3 	23 	319 	
RAD55 	69 	1759 	
SED1 	93 	2971 	
SHU2 	14 	165 	
PET100 	12 	120 	
TFB5 	19 	370 	
VPS41 	102 	2446 	
PDC2 	81 	2064 	
STN1 	136 	3962 	
RRP8 	70 	1327 	
TVP23 	16 	148 	
AFR1 	33 	768 	
SSS1 	12 	147 	
RRP1 	10 	65 	
SLU7 	40 	389 	
YDR089W 	128 	2077 	
YDR090C 	21 	182 	
RLI1 	27 	469 	
UBC13 	2 	15 	
DNF2 	122 	2274 	
YDR094W 	13 	77 	
YDR095C 	52 	945 	
GIS1 	184 	4868 	
MSH6 	96 	2415 	
GRX3 	28 	275 	
BMH2 	81 	1921 	
TVP15 	7 	22 	
ARX1 	89 	711 	
YDR102C 	17 	179 	
STE5 	88 	1806 	
SPO71 	141 	2842 	
TMS1 	38 	880 	
ARP10 	19 	113 	
TMN2 	24 	255 	
TRS85 	63 	893 	
YDR109C 	65 	1241 	
FOB1 	58 	892 	
ALT2 	53 	916 	
IRC2 	26 	330 	
PDS1 	37 	759 	
YDR114C 	13 	428 	
YDR115W 	11 	117 	
MRPL1 	32 	679 	
TMA64 	47 	763 	
APC4 	34 	793 	
YDR118W-A 	1 	0 	
VBA4 	31 	518 	
COX26 	10 	132 	
TRM1 	59 	965 	
DPB4 	6 	27 	
KIN1 	134 	2121 	
INO2 	33 	553 	
YDR124W 	14 	244 	
ECM18 	27 	620 	
SWF1 	23 	212 	
ARO1 	239 	5230 	
MTC5 	40 	816 	
SAC6 	71 	1605 	
FIN1 	3 	7 	
YDR131C 	49 	805 	
YDR132C 	41 	938 	
YDR133C 	33 	604 	
YCF1 	133 	1944 	
VPS61 	2 	6 	
RGP1 	28 	355 	
HPR1 	87 	2144 	
RUB1 	5 	30 	
MTQ2 	28 	596 	
DOP1 	51 	950 	
PEX7 	1 	0 	
SAN1 	89 	1865 	
MKC7 	59 	1298 	
TAF12 	31 	648 	
SWI5 	18 	167 	
EKI1 	15 	131 	
KGD2 	24 	230 	
YDR149C 	4 	41 	
NUM1 	189 	3878 	
CTH1 	25 	291 	
GIR2 	20 	453 	
ENT5 	52 	773 	
YDR154C 	14 	462 	
CPR1 	13 	295 	
RPA14 	5 	9 	
YDR157W 	24 	175 	
HOM2 	24 	216 	
SAC3 	108 	2493 	
SSY1 	63 	1212 	
YDR161W 	46 	671 	
NBP2 	3 	3 	
CWC15 	2 	1 	
SEC1 	40 	899 	
TRM82 	91 	1958 	
SEC5 	77 	1561 	
TAF10 	13 	119 	
CDC37 	36 	391 	
STB3 	32 	604 	
YDR169C-A 	0 	0 	
SEC7 	133 	1850 	
HSP42 	18 	223 	
SUP35 	45 	595 	
ARG82 	17 	111 	
HMO1 	34 	801 	
RSM24 	21 	110 	
NGG1 	69 	1398 	
UBC1 	2 	1 	
SDH4 	10 	136 	
CSN9 	12 	100 	
YDR179W-A 	61 	1560 	
SCC2 	104 	1795 	
SAS4 	42 	1286 	
CDC1 	23 	216 	
YDR182W-A 	2 	52 	
PLP1 	22 	398 	
YDR183C-A 	3 	4 	
ATC1 	22 	285 	
UPS3 	21 	209 	
YDR186C 	50 	763 	
YDR187C 	17 	183 	
CCT6 	29 	264 	
SLY1 	27 	302 	
RVB1 	33 	870 	
HST4 	5 	14 	
NUP42 	72 	1758 	
YDR193W 	40 	1175 	
MSS116 	42 	719 	
YDR194W-A 	4 	16 	
REF2 	31 	531 	
CAB5 	32 	459 	
CBS2 	13 	117 	
RKM2 	34 	278 	
YDR199W 	6 	67 	
VPS64 	56 	427 	
SPC19 	12 	219 	
RAV2 	10 	119 	
YDR203W 	0 	0 	
COQ4 	45 	757 	
MSC2 	42 	594 	
EBS1 	90 	2192 	
UME6 	63 	1251 	
MSS4 	48 	1183 	
YDR209C 	5 	74 	
YDR210W 	4 	13 	
GCD6 	31 	419 	
TCP1 	40 	755 	
UPC2 	73 	1214 	
AHA1 	54 	1187 	
YDR215C 	4 	26 	
ADR1 	203 	4881 	
RAD9 	55 	749 	
SPR28 	15 	268 	
MFB1 	35 	564 	
YDR220C 	0 	0 	
GTB1 	61 	1402 	
YDR222W 	54 	951 	
CRF1 	47 	589 	
HTB1 	7 	203 	
HTA1 	3 	2 	
ADK1 	24 	577 	
SIR4 	83 	1626 	
PCF11 	43 	415 	
IVY1 	20 	161 	
YDR230W 	5 	19 	
COX20 	9 	82 	
HEM1 	87 	1905 	
RTN1 	27 	550 	
LYS4 	97 	3240 	
PRP42 	78 	1556 	
FMN1 	14 	276 	
MRPL7 	17 	272 	
SEC26 	50 	532 	
YDR239C 	68 	1923 	
SNU56 	23 	256 	
BUD26 	6 	88 	
AMD2 	37 	401 	
PRP28 	48 	1329 	
PEX5 	59 	1148 	
MNN10 	19 	514 	
TRS23 	19 	167 	
YDR246W-A 	6 	61 	
VHS1 	23 	420 	
YDR248C 	4 	11 	
YDR249C 	28 	773 	
YDR250C 	6 	34 	
PAM1 	55 	614 	
BTT1 	4 	30 	
MET32 	8 	30 	
CHL4 	63 	1359 	
RMD5 	22 	445 	
CTA1 	26 	443 	
RKM4 	44 	942 	
HSP78 	80 	2519 	
YAP6 	47 	686 	
SWM1 	4 	10 	
EXG2 	43 	1276 	
YDR262W 	13 	162 	
DIN7 	44 	561 	
AKR1 	53 	1424 	
PEX10 	18 	166 	
HEL2 	75 	2980 	
CIA1 	27 	549 	
MSW1 	14 	250 	
YDR269C 	15 	290 	
CCC2 	105 	1992 	
YDR271C 	9 	25 	
GLO2 	18 	88 	
DON1 	14 	316 	
YDR274C 	12 	104 	
BSC2 	12 	78 	
PMP3 	3 	3 	
MTH1 	56 	1033 	
YDR278C 	14 	205 	
RNH202 	12 	92 	
RRP45 	22 	464 	
PHM6 	9 	38 	
YDR282C 	34 	628 	
GCN2 	143 	3775 	
DPP1 	39 	447 	
ZIP1 	61 	775 	
YDR286C 	18 	516 	
INM2 	34 	531 	
NSE3 	30 	327 	
RTT103 	26 	193 	
YDR290W 	8 	59 	
HRQ1 	173 	1971 	
SRP101 	71 	1523 	
SSD1 	64 	850 	
DPL1 	39 	824 	
HDA2 	51 	522 	
MHR1 	20 	137 	
SUR2 	16 	82 	
ATP5 	9 	21 	
BFR2 	66 	1286 	
PRO1 	25 	334 	
CFT1 	86 	1439 	
GPI11 	45 	1014 	
RSC3 	99 	2088 	
CPR5 	19 	122 	
HNT2 	16 	264 	
YDR306C 	80 	1166 	
PMT7 	36 	299 	
SRB7 	4 	87 	
GIC2 	34 	731 	
SUM1 	161 	2722 	
TFB1 	82 	4122 	
SSF2 	57 	1070 	
PIB1 	23 	488 	
RAD34 	92 	2537 	
IPK1 	18 	387 	
OMS1 	133 	4182 	
HIM1 	102 	4711 	
MCM21 	106 	3115 	
YFT2 	67 	1835 	
SWA2 	129 	3875 	
DAD4 	1 	0 	
YDR320W-B 	1 	0 	
ASP1 	53 	1040 	
MRPL35 	33 	803 	
TIM11 	81 	2481 	
PEP7 	125 	6888 	
UTP4 	148 	3865 	
YCG1 	278 	7086 	
YSP2 	503 	15778 	
YDR327W 	44 	1444 	
SKP1 	79 	1510 	
PEX3 	179 	2953 	
UBX5 	326 	6284 	
GPI8 	156 	1230 	
IRC3 	202 	1137 	
RQC1 	150 	676 	
SWR1 	300 	13134 	
MSN5 	413 	12638 	
YDR336W 	134 	2643 	
MRPS28 	154 	8516 	
YDR338C 	417 	20717 	
FCF1 	89 	4026 	
YDR340W 	29 	771 	
YDR341C 	199 	6963 	
HXT7 	299 	12623 	
HXT6 	294 	18190 	
YDR344C 	51 	2045 	
HXT3 	247 	4306 	
SVF1 	304 	18253 	
MRP1 	158 	4656 	
PAL1 	328 	12882 	
YPS7 	116 	2289 	
ATP22 	215 	6457 	
SBE2 	284 	11706 	
YPQ2 	51 	1193 	
TRR1 	51 	778 	
TRP4 	82 	1671 	
YDR354C-A 	4 	17 	
YDR355C 	18 	368 	
SPC110 	215 	6838 	
CNL1 	14 	135 	
GGA1 	130 	3355 	
EAF1 	8 	58 	
OPI7 	7 	7 	
BCP1 	78 	2049 	
TFC6 	166 	5466 	
ESC2 	80 	1768 	
SEM1 	13 	125 	
CDC40 	112 	1984 	
ESF1 	77 	955 	
YDR366C 	37 	100 	
KEI1 	79 	2221 	
YPR1 	52 	1077 	
XRS2 	129 	2666 	
DXO1 	39 	1626 	
CTS2 	99 	2188 	
YDR371C-A 	2 	13 	
VPS74 	61 	500 	
FRQ1 	18 	134 	
PHO92 	15 	187 	
WIP1 	2 	7 	
BCS1 	28 	620 	
ARH1 	73 	977 	
ATP17 	7 	38 	
LSM6 	34 	401 	
RGA2 	64 	1210 	
SDH6 	14 	76 	
ARO10 	32 	244 	
YRA1 	91 	2327 	
YDR381C-A 	34 	429 	
RPP2B 	7 	37 	
NKP1 	16 	154 	
ATO3 	12 	54 	
EFT2 	42 	633 	
MUS81 	21 	209 	
YDR387C 	60 	1317 	
RVS167 	51 	1599 	
SAC7 	115 	2462 	
UBA2 	155 	5475 	
YDR391C 	32 	738 	
SPT3 	8 	34 	
SHE9 	29 	683 	
RPT3 	29 	381 	
SXM1 	74 	1268 	
YDR396W 	14 	205 	
NCB2 	24 	573 	
UTP5 	167 	4068 	
HPT1 	43 	1045 	
URH1 	98 	4355 	
YDR401W 	46 	848 	
DIT2 	97 	1960 	
DIT1 	43 	1005 	
RPB7 	20 	271 	
MRP20 	11 	41 	
PDR15 	237 	5589 	
YDR406W-A 	23 	568 	
TRS120 	129 	2140 	
ADE8 	18 	96 	
SIZ1 	110 	2611 	
STE14 	23 	377 	
DFM1 	33 	803 	
RRP17 	12 	142 	
YDR413C 	6 	33 	
ERD1 	30 	687 	
YDR415C 	39 	1100 	
SYF1 	39 	501 	
YDR417C 	9 	62 	
RPL12B 	20 	519 	
RAD30 	29 	627 	
HKR1 	185 	3900 	
ARO80 	58 	679 	
SIP1 	79 	1970 	
CAD1 	54 	1262 	
DYN2 	8 	247 	
SNX41 	36 	698 	
YDR426C 	13 	74 	
RPN9 	34 	481 	
BNA7 	11 	84 	
TIF35 	2 	1 	
CYM1 	37 	467 	
YDR431W 	8 	65 	
NPL3 	33 	329 	
YDR433W 	23 	164 	
GPI17 	47 	772 	
PPM1 	16 	289 	
PPZ2 	28 	227 	
GPI19 	24 	116 	
THI74 	48 	773 	
LRS4 	11 	47 	
DOT1 	58 	1540 	
APT2 	18 	334 	
YDR442W 	5 	18 	
SSN2 	166 	3025 	
YDR444W 	75 	1222 	
YDR445C 	29 	387 	
ECM11 	42 	584 	
RPS17B 	17 	190 	
ADA2 	33 	666 	
UTP6 	38 	502 	
RPS18A 	50 	873 	
YHP1 	68 	783 	
PPN1 	62 	737 	
TSA2 	25 	330 	
GUK1 	33 	337 	
YDR455C 	19 	194 	
NHX1 	86 	1478 	
TOM1 	401 	8001 	
HEH2 	48 	1035 	
PFA5 	44 	547 	
TFB3 	15 	170 	
MFA1 	1 	0 	
YDR461C-A 	1 	0 	
MRPL28 	5 	8 	
STP1 	15 	95 	
SPP41 	111 	2189 	
YDR464C-A 	5 	30 	
RMT2 	30 	568 	
PKH3 	64 	1051 	
YDR467C 	1 	0 	
TLG1 	35 	809 	
SDC1 	17 	195 	
UGO1 	15 	121 	
RPL27B 	24 	471 	
TRS31 	43 	396 	
PRP3 	16 	306 	
JIP4 	121 	2936 	
YDR476C 	16 	235 	
SNF1 	43 	638 	
SNM1 	7 	35 	
PEX29 	30 	575 	
DIG2 	18 	184 	
PHO8 	56 	895 	
CWC21 	3 	3 	
KRE2 	79 	2542 	
VPS52 	30 	396 	
VPS72 	58 	1457 	
VPS60 	12 	151 	
RIB3 	40 	771 	
PAC11 	74 	1245 	
SLD5 	24 	368 	
PKH1 	80 	1723 	
YDR491C 	19 	247 	
IZH1 	36 	921 	
MZM1 	18 	304 	
RSM28 	47 	858 	
VPS3 	88 	1161 	
PUF6 	76 	1662 	
ITR1 	52 	705 	
SEC20 	29 	297 	
LCD1 	53 	784 	
RPL37B 	10 	173 	
PLM2 	19 	173 	
SAM2 	66 	955 	
LPP1 	23 	822 	
SPG3 	3 	9 	
PSP1 	51 	716 	
GMC1 	80 	1838 	
GIN4 	120 	1994 	
GNP1 	80 	2244 	
YDR509W 	0 	0 	
SMT3 	0 	0 	
YDR510C-A 	0 	0 	
SDH7 	1 	0 	
EMI1 	8 	69 	
GRX2 	25 	1001 	
YDR514C 	21 	296 	
SLF1 	28 	482 	
EMI2 	31 	409 	
GRH1 	31 	263 	
EUG1 	37 	844 	
FPR2 	7 	66 	
URC2 	45 	551 	
YDR521W 	6 	52 	
SPS2 	58 	867 	
SPS1 	23 	283 	
AGE1 	11 	116 	
YDR524W-C 	4 	73 	
YDR524C-B 	3 	2 	
YDR524C-A 	3 	7 	
API2 	10 	38 	
SNA2 	23 	609 	
YDR526C 	7 	39 	
RBA50 	62 	1913 	
HLR1 	84 	705 	
QCR7 	8 	96 	
APA2 	14 	200 	
CAB1 	15 	245 	
KRE28 	52 	839 	
HSP31 	37 	731 	
FIT1 	27 	525 	
YDR535C 	30 	489 	
STL1 	64 	1557 	
YDR537C 	16 	107 	
PAD1 	16 	107 	
FDC1 	32 	560 	
IRC4 	10 	137 	
YDR541C 	45 	1067 	
PAU10 	15 	498 	
YDR543C 	8 	91 	
YDR544C 	9 	38 	
YRF1-1 	118 	3098 	
YDR545C-A 	3 	2 	
YEL077C 	106 	2563 	
YEL077W-A 	7 	92 	
YEL076C-A 	20 	305 	
YEL076C 	16 	145 	
YEL075W-A 	11 	92 	
YEL075C 	5 	9 	
YEL074W 	21 	339 	
YEL073C 	9 	60 	
RMD6 	31 	647 	
DLD3 	33 	397 	
DSF1 	75 	1624 	
HXT13 	73 	912 	
YEL068C 	20 	214 	
YEL067C 	42 	409 	
HPA3 	39 	531 	
SIT1 	70 	1526 	
AVT2 	83 	1591 	
CAN1 	177 	5277 	
NPR2 	158 	4268 	
CIN8 	169 	4929 	
PRB1 	117 	3463 	
SOM1 	7 	77 	
HHY1 	11 	119 	
PCM1 	111 	3693 	
YEL057C 	125 	5041 	
HAT2 	45 	1220 	
POL5 	119 	3280 	
RPL12A 	56 	930 	
YEL053W-A 	27 	288 	
MAK10 	71 	962 	
AFG1 	89 	2416 	
VMA8 	50 	2452 	
YEL050W-A 	4 	22 	
RML2 	9 	18 	
PAU2 	6 	47 	
TCA17 	7 	172 	
FRD1 	56 	1148 	
GLY1 	167 	5072 	
YEL045C 	133 	4268 	
IES6 	83 	3033 	
YEL043W 	237 	10455 	
GDA1 	90 	1599 	
YEF1 	54 	1132 	
UTR2 	20 	377 	
CYC7 	19 	327 	
UTR4 	46 	1078 	
RAD23 	110 	3324 	
ANP1 	94 	2585 	
UTR5 	27 	826 	
YEL034C-A 	10 	23 	
HYP2 	8 	21 	
MTC7 	9 	66 	
MCM3 	165 	4958 	
YEL032C-A 	22 	659 	
SPF1 	221 	6453 	
YEL030C-A 	17 	905 	
ECM10 	106 	1858 	
BUD16 	9 	23 	
YEL028W 	7 	51 	
VMA3 	14 	227 	
SNU13 	6 	11 	
YEL025C 	96 	1775 	
RIP1 	23 	354 	
YEL023C 	180 	5989 	
GEA2 	300 	10715 	
URA3 	27 	395 	
YEL020C-B 	2 	4 	
TIM9 	2 	4 	
YEL020C 	98 	1986 	
MMS21 	40 	1247 	
YEL018C-A 	17 	603 	
EAF5 	22 	444 	
PMP2 	1 	0 	
GTT3 	87 	2356 	
NPP2 	37 	2342 	
EDC3 	141 	4414 	
YEL014C 	23 	441 	
VAC8 	156 	3168 	
UBC8 	69 	1940 	
GLC3 	85 	1552 	
YEL010W 	29 	209 	
YEL009C-A 	44 	565 	
GCN4 	216 	7826 	
YEL008W 	28 	269 	
YEL008C-A 	8 	46 	
MIT1 	270 	13721 	
YEA6 	90 	1613 	
VAB2 	47 	727 	
YEA4 	186 	14414 	
GIM4 	6 	91 	
WBP1 	8 	55 	
IRC22 	10 	69 	
MNN1 	478 	20463 	
NOP16 	1 	0 	
PMI40 	100 	6530 	
FMP52 	118 	3058 	
YND1 	261 	1283 	
NUG1 	338 	1721 	
YER006C-A 	59 	189 	
PAC2 	664 	5447 	
TMA20 	93 	2669 	
SEC3 	252 	12084 	
NTF2 	23 	529 	
YER010C 	16 	138 	
TIR1 	79 	3590 	
PRE1 	60 	1832 	
PRP22 	443 	21368 	
HEM14 	150 	3221 	
BUD25 	57 	1125 	
FAA2 	157 	3873 	
BIM1 	122 	4307 	
AFG3 	381 	12023 	
SPC25 	116 	2792 	
ISC1 	67 	1243 	
SBH2 	7 	71 	
GPA2 	92 	2348 	
RPN3 	79 	1619 	
SRB4 	202 	6629 	
PRO3 	23 	553 	
YER023C-A 	6 	32 	
YAT2 	146 	3855 	
GCD11 	77 	1072 	
CHO1 	72 	2412 	
GAL83 	61 	852 	
MIG3 	79 	862 	
SMB1 	44 	758 	
CHZ1 	20 	245 	
YPT31 	42 	259 	
FIR1 	135 	2166 	
ZRG8 	170 	3541 	
YER034W 	11 	106 	
EDC2 	10 	59 	
ARB1 	98 	1531 	
PHM8 	24 	195 	
KRE29 	58 	1221 	
YER038W-A 	3 	22 	
HVG1 	11 	94 	
YER039C-A 	6 	145 	
GLN3 	124 	1135 	
YEN1 	360 	3449 	
MXR1 	44 	122 	
SAH1 	95 	2326 	
ERG28 	12 	97 	
MEI4 	55 	325 	
ACA1 	67 	1390 	
SPO73 	12 	299 	
YER046W-A 	9 	51 	
SAP1 	69 	1004 	
CAJ1 	12 	65 	
ISD11 	11 	169 	
TPA1 	47 	699 	
RSM18 	28 	1019 	
JHD1 	42 	753 	
HOM3 	29 	444 	
PIC2 	100 	3379 	
YER053C-A 	9 	56 	
GIP2 	133 	883 	
HIS1 	105 	405 	
FCY2 	57 	1135 	
RPL34A 	34 	765 	
HMF1 	17 	302 	
PET117 	4 	5 	
PCL6 	56 	1272 	
FCY21 	45 	796 	
FCY22 	68 	1447 	
CEM1 	43 	932 	
GPP2 	14 	222 	
THO1 	35 	717 	
VHR2 	39 	815 	
ICL1 	27 	347 	
RRT13 	17 	243 	
YER066C-A 	8 	83 	
RGI1 	3 	24 	
YER067C-A 	2 	22 	
MOT2 	51 	950 	
YER068C-A 	4 	6 	
ARG5
RNR1 	78 	1905 	
TDA2 	6 	31 	
VTC1 	14 	456 	
ALD5 	67 	1351 	
RPS24A 	22 	128 	
YOS1 	2 	1 	
PTP3 	83 	1552 	
YER076C 	11 	126 	
YER076W-A 	4 	10 	
YER077C 	96 	2785 	
ICP55 	88 	2573 	
YER078W-A 	3 	7 	
YER079W 	8 	24 	
YER079C-A 	31 	914 	
AIM9 	88 	2267 	
SER3 	32 	475 	
UTP7 	24 	170 	
GET2 	52 	2100 	
YER084W 	9 	376 	
YER084W-A 	8 	56 	
YER085C 	9 	61 	
ILV1 	27 	219 	
AIM10 	77 	1274 	
YER087C-A 	29 	431 	
SBH1 	8 	62 	
DOT6 	61 	1133 	
YER088C-A 	4 	19 	
YER088W-B 	3 	25 	
PTC2 	25 	378 	
TRP2 	79 	1783 	
YER090C-A 	2 	3 	
MET6 	49 	661 	
YER091C-A 	6 	38 	
IES5 	25 	692 	
TSC11 	200 	4891 	
AIM11 	20 	456 	
PUP3 	35 	881 	
RAD51 	33 	471 	
SHC1 	65 	1198 	
YER097W 	15 	180 	
UBP9 	86 	1107 	
PRS2 	36 	1048 	
UBC6 	17 	386 	
AST2 	21 	199 	
RPS8B 	38 	747 	
SSA4 	97 	3948 	
RTT105 	20 	291 	
NUP157 	245 	7049 	
MAM1 	35 	773 	
GLE2 	46 	826 	
YER107W-A 	21 	374 	
FLO8 	136 	4203 	
KAP123 	131 	2961 	
SWI4 	97 	2470 	
LSM4 	5 	34 	
TMN3 	124 	2389 	
BOI2 	148 	2905 	
SPR6 	69 	2371 	
SLX8 	66 	1155 	
RPL23B 	89 	3856 	
SHO1 	101 	2373 	
AVT6 	60 	906 	
YER119C-A 	4 	8 	
SCS2 	34 	486 	
YER121W 	39 	647 	
GLO3 	54 	1168 	
YCK3 	38 	503 	
DSE1 	68 	874 	
RSP5 	130 	5411 	
NSA2 	2 	5 	
LCP5 	79 	2403 	
VFA1 	35 	1172 	
SAK1 	146 	4328 	
COM2 	124 	5982 	
RPS26B 	177 	4285 	
PMD1 	537 	18329 	
GLC7 	338 	17716 	
YER133W-A 	71 	3202 	
YER134C 	67 	2714 	
YER135C 	22 	790 	
GDI1 	122 	2068 	
YER137C 	26 	794 	
YER137W-A 	27 	740 	
YER138W-A 	2 	9 	
RTR1 	127 	2635 	
EMP65 	299 	6647 	
COX15 	294 	2339 	
MAG1 	80 	448 	
DDI1 	213 	5504 	
UBP5 	21 	297 	
FTR1 	12 	209 	
YER145C-A 	2 	2 	
LSM5 	0 	0 	
SCC4 	9 	119 	
YER147C-A 	49 	591 	
SPT15 	103 	2247 	
YER148W-A 	295 	21756 	
PEA2 	452 	29913 	
SPI1 	65 	6100 	
UBP3 	387 	12407 	
YER152C 	224 	9089 	
YER152W-A 	87 	3545 	
PET122 	86 	2742 	
OXA1 	84 	2621 	
BEM2 	1061 	50313 	
YER156C 	104 	3165 	
COG3 	739 	114329 	
YER158C 	343 	2714 	
YER158W-A 	36 	98 	
BUR6 	75 	374 	
SPT2 	136 	4187 	
RAD4 	90 	1863 	
GCG1 	15 	149 	
CHD1 	654 	154680 	
PAB1 	124 	2641 	
YER165C-A 	22 	428 	
DNF1 	198 	4757 	
BCK2 	186 	3652 	
CCA1 	117 	1861 	
RPH1 	112 	2464 	
ADK2 	32 	345 	
RAD3 	85 	2760 	
BRR2 	345 	7982 	
YER172C-A 	44 	1016 	
RAD24 	164 	3854 	
GRX4 	46 	735 	
TMT1 	38 	1049 	
YER175W-A 	24 	643 	
ECM32 	87 	1747 	
BMH1 	21 	152 	
PDA1 	35 	706 	
DMC1 	26 	220 	
ISC10 	23 	196 	
SLO1 	8 	90 	
YER181C 	5 	13 	
FMP10 	24 	351 	
FAU1 	13 	108 	
TOG1 	90 	1601 	
PUG1 	32 	485 	
YER186C 	67 	1942 	
YER187W 	11 	138 	
YER188W 	32 	446 	
YER188C-A 	33 	658 	
YER189W 	18 	94 	
YRF1-2 	308 	9347 	
YER190C-A 	27 	440 	
YER190C-B 	7 	206 	
YFL068W 	34 	1215 	
YFL067W 	11 	179 	
YFL066C 	40 	632 	
YFL065C 	7 	33 	
YFL064C 	13 	418 	
YFL063W 	5 	17 	
COS4 	50 	541 	
DDI2 	47 	962 	
SNO3 	36 	546 	
SNZ3 	23 	312 	
THI5 	13 	103 	
AAD16 	15 	221 	
AAD6 	24 	399 	
AGP3 	58 	897 	
YFL054C 	99 	1828 	
DAK2 	114 	2776 	
YFL052W 	67 	1272 	
YFL051C 	28 	543 	
ALR2 	190 	5117 	
SWP82 	86 	2216 	
EMP47 	94 	2329 	
RGD2 	133 	3136 	
FMP32 	41 	1205 	
SEC53 	45 	1264 	
OTU1 	113 	4982 	
YFL042C 	74 	2185 	
YFL041W-A 	11 	123 	
FET5 	50 	1501 	
YFL040W 	113 	2036 	
ACT1 	73 	1283 	
YPT1 	5 	35 	
TUB2 	73 	1818 	
RPO41 	228 	8859 	
MOB2 	13 	157 	
RPL22B 	7 	171 	
YFL034W 	209 	6585 	
RIM15 	559 	21541 	
YFL032W 	23 	120 	
HAC1 	57 	1800 	
YFL031C-A 	8 	92 	
AGX1 	7 	34 	
CAK1 	5 	17 	
CAF16 	61 	2012 	
GYP8 	83 	1716 	
STE2 	92 	2658 	
BST1 	141 	3703 	
EPL1 	117 	2778 	
BUD27 	150 	4277 	
FRS2 	90 	3649 	
YFL021C-A 	36 	514 	
GAT1 	35 	277 	
PAU5 	21 	163 	
YFL019C 	2 	2 	
LPD1 	25 	186 	
SMX2 	1 	0 	
GNA1 	12 	166 	
MDJ1 	61 	1308 	
YFL015W-A 	34 	836 	
YFL015C 	45 	1023 	
HSP12 	10 	200 	
YFL013W-A 	44 	901 	
IES1 	158 	4255 	
YFL012W-A 	20 	1130 	
YFL012W 	30 	248 	
HXT10 	121 	4106 	
AUA1 	10 	187 	
WWM1 	27 	678 	
CDC4 	78 	1475 	
SMC1 	159 	4057 	
BLM10 	441 	16103 	
SEC4 	86 	2080 	
VTC2 	162 	3612 	
MSH4 	193 	5523 	
SPB4 	113 	2002 	
DEG1 	165 	13779 	
LOC1 	1 	0 	
NIC96 	276 	12607 	
YPI1 	90 	4391 	
RPN11 	177 	6402 	
SAD1 	262 	10671 	
YFR006W 	86 	2365 	
YFH7 	142 	3429 	
FAR7 	110 	438 	
GCN20 	483 	2403 	
YFR009W-A 	46 	199 	
UBP6 	625 	7508 	
YFR010W-A 	16 	308 	
MIC19 	42 	624 	
DCV1 	36 	689 	
YFR012W-A 	4 	48 	
IOC3 	155 	5207 	
CMK1 	28 	358 	
GSY1 	160 	6114 	
YFR016C 	500 	21174 	
IGD1 	120 	2488 	
YFR018C 	89 	2616 	
FAB1 	732 	20571 	
YFR020W 	38 	477 	
ATG18 	88 	2232 	
ROG3 	162 	5414 	
PES4 	122 	2631 	
LSB3 	74 	2447 	
HIS2 	61 	1148 	
ULI1 	23 	544 	
ECO1 	78 	2311 	
CDC14 	64 	973 	
PTR3 	122 	1790 	
MET10 	171 	2651 	
SMC2 	187 	3979 	
RPL2A 	36 	525 	
RRT5 	26 	511 	
RPL29 	29 	409 	
